listing_url,condition,currency,data_source,is_synthetic,location,price,product_title,product_name,scraped_at,search_category,seller,price_category,matched_listing_url,match_score,match_status
https://mock.echochain.local/listing/00444,open box,USD,synthetic_mock,True,Seattle,231.57,HP 14-em0002wm Laptop Open Box,HP 14-em0002wm Laptop Open Box,2026-09-02 01:03:16,hp laptop,mock_seller_44,Low,https://mock.echochain.local/listing/00384,88.24,Possible Match
https://mock.echochain.local/listing/00135,used,USD,synthetic_mock,True,New York,587.77,Dell DC15250 Used 64GB,Dell DC15250 Used 64GB,2026-08-29 23:27:16,dell laptop,mock_seller_70,Low,https://mock.echochain.local/listing/00072,88.37,Possible Match
https://mock.echochain.local/listing/00298,certified refurbished,USD,synthetic_mock,True,Chicago,180.37,Apple A1660 Certified Refurbished 64GB,Apple A1660 Certified Refurbished 64GB,2026-08-04 06:13:16,apple iphone,mock_seller_3,Low,https://mock.echochain.local/listing/00439,100.0,Strong Match
https://mock.echochain.local/listing/00454,used - excellent,USD,synthetic_mock,True,Chicago,386.22,Apple A2633 Used - Excellent 128GB,Apple A2633 Used - Excellent 128GB,2026-08-08 19:44:16,apple iphone,mock_seller_49,Low,https://mock.echochain.local/listing/00004,90.32,Strong Match
https://mock.echochain.local/listing/00229,used - good,USD,synthetic_mock,True,Chicago,676.18,HP OmniBook 3 16-by0015dx 256GB Free Shipping,HP OmniBook 3 16-by0015dx 256GB Free Shipping,2026-08-16 08:40:16,hp laptop,mock_seller_67,Low,https://mock.echochain.local/listing/00441,89.89,Possible Match
https://mock.echochain.local/listing/00334,certified refurbished,USD,synthetic_mock,True,Dallas,677.21,Samsung NP750XQB-KA2US Certified Refurbished,Samsung NP750XQB-KA2US Certified Refurbished,2026-08-06 12:08:16,samsung galaxy,mock_seller_26,Low,https://mock.echochain.local/listing/00251,100.0,Strong Match
https://mock.echochain.local/listing/00387,certified refurbished,USD,synthetic_mock,True,Chicago,395.76,Apple A2633 Certified Refurbished,Apple A2633 Certified Refurbished,2026-08-22 20:34:16,apple iphone,mock_seller_40,Low,https://mock.echochain.local/listing/00222,100.0,Strong Match
https://mock.echochain.local/listing/00084,certified refurbished,USD,synthetic_mock,True,Seattle,267.46,Dell DC15250 Laptop 256GB - Certified Refurbished,Dell DC15250 Laptop 256GB - Certified Refurbished,2026-08-10 00:31:16,dell laptop,mock_seller_49,Low,https://mock.echochain.local/listing/00499,100.0,Strong Match
https://mock.echochain.local/listing/00455,certified refurbished,USD,synthetic_mock,True,Miami,172.16,Apple iPhone 7 64GB Great Condition,Apple iPhone 7 64GB Great Condition,2026-08-16 04:04:16,apple iphone,mock_seller_68,Low,https://mock.echochain.local/listing/00036,91.67,Strong Match
https://mock.echochain.local/listing/00030,open box,USD,synthetic_mock,True,Chicago,80.5,iPhone 7 256GB Tested Working,iPhone 7 256GB Tested Working,2026-08-09 11:36:16,apple iphone,mock_seller_34,Low,https://mock.echochain.local/listing/00498,83.02,Possible Match
https://mock.echochain.local/listing/00385,used,USD,synthetic_mock,True,Los Angeles,590.56,Dell Laptop DC15250 WiFi,Dell Laptop DC15250 WiFi,2026-08-03 22:47:16,dell laptop,mock_seller_83,Low,https://mock.echochain.local/listing/00465,88.89,Possible Match
https://mock.echochain.local/listing/00049,used - good,USD,synthetic_mock,True,Houston,746.02,Samsung Galaxy Book4 Edge NP750XQB-KA2US 128GB - Used - Good,Samsung Galaxy Book4 Edge NP750XQB-KA2US 128GB - Used - Good,2026-08-09 22:25:16,samsung galaxy,mock_seller_78,Low,https://mock.echochain.local/listing/00310,96.67,Strong Match
https://mock.echochain.local/listing/00240,used - good,USD,synthetic_mock,True,Los Angeles,485.28,iPhone 13 128GB - Used - Good,iPhone 13 128GB - Used - Good,2026-08-17 00:54:16,apple iphone,mock_seller_61,Low,https://mock.echochain.local/listing/00173,94.74,Strong Match
https://mock.echochain.local/listing/00016,open box,USD,synthetic_mock,True,Houston,242.35,HP Laptop 14-em0002wm 128GB - Open Box,HP Laptop 14-em0002wm 128GB - Open Box,2026-08-26 13:55:16,hp laptop,mock_seller_3,Low,https://mock.echochain.local/listing/00359,88.24,Possible Match
https://mock.echochain.local/listing/00407,used - good,USD,synthetic_mock,True,Seattle,560.63,HP Laptop 15-fb3093dx - Used - Good,HP Laptop 15-fb3093dx - Used - Good,2026-08-25 07:22:16,hp laptop,mock_seller_69,Low,https://mock.echochain.local/listing/00374,92.11,Strong Match
https://mock.echochain.local/listing/00164,new,USD,synthetic_mock,True,Chicago,350.07,HP 15-fb3093dx New 128GB,HP 15-fb3093dx New 128GB,2026-08-23 20:42:16,hp laptop,mock_seller_12,Low,https://mock.echochain.local/listing/00227,85.71,Possible Match
https://mock.echochain.local/listing/00289,certified refurbished,USD,synthetic_mock,True,Los Angeles,698.86,HP 15-fb3093dx Laptop 128GB Unlocked,HP 15-fb3093dx Laptop 128GB Unlocked,2026-08-26 19:48:16,hp laptop,mock_seller_17,Low,https://mock.echochain.local/listing/00112,94.44,Strong Match
https://mock.echochain.local/listing/00354,certified refurbished,USD,synthetic_mock,True,Phoenix,90.48,iPhone 7 Certified Refurbished Fast Shipping,iPhone 7 Certified Refurbished Fast Shipping,2026-08-18 06:01:16,apple iphone,mock_seller_43,Low,https://mock.echochain.local/listing/00355,93.18,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589985849?src=urllib&_skw=Apple+iPhone&hash=item19bfad4439:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00484,certified refurbished,USD,synthetic_mock,True,Seattle,525.41,Dell DC15250 Certified Refurbished 64GB,Dell DC15250 Certified Refurbished 64GB,2026-08-04 23:18:16,dell laptop,mock_seller_18,Low,https://mock.echochain.local/listing/00370,100.0,Strong Match
https://mock.echochain.local/listing/00125,new,USD,synthetic_mock,True,Houston,440.44,HP 15-fb3093dx New,HP 15-fb3093dx New,2026-08-02 19:24:16,hp laptop,mock_seller_19,Low,https://mock.echochain.local/listing/00227,100.0,Strong Match
https://mock.echochain.local/listing/00070,used - good,USD,synthetic_mock,True,Miami,319.53,Dell DC15250 Laptop Used - Good WiFi,Dell DC15250 Laptop Used - Good WiFi,2026-08-31 11:16:16,dell laptop,mock_seller_53,Low,https://mock.echochain.local/listing/00033,100.0,Strong Match
https://mock.echochain.local/listing/00107,open box,USD,synthetic_mock,True,Houston,123.36,Sony Neckband Model 61 - Open Box,Sony Neckband Model 61 - Open Box,2026-08-16 22:10:16,sony headphones,mock_seller_58,Low,https://mock.echochain.local/listing/00235,91.67,Strong Match
https://sandbox.ebay.com/itm/Dell-DC15250-15-6-Laptop-Core-3-100U-8GB-RAM-512GB-SSD/110590208572?src=urllib&_skw=Dell+Laptop&hash=item19bfb0aa3c:g:HQ4AAeSwQ4xqg--2,new,USD,ebay_sandbox,False,,489.99,"Dell DC15250 15.6"" Laptop Core 3 100U 8GB RAM 512GB SSD","Dell DC15250 15.6"" Laptop Core 3 100U 8GB RAM 512GB SSD",2026-08-20 19:31:47,dell laptop,,Low,https://sandbox.ebay.com/itm/Dell-DC16256-16-Laptop-RYZEN-7-250-16GB-RAM-1TB-SSD-RADEON-GRAPHICS/110590203854?src=urllib&_skw=Dell+Laptop&hash=item19bfb097ce:g:O0YAAeSw5lZqgTfm,66.67,No Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589985649?src=urllib&_skw=Apple+iPhone&hash=item19bfad4371:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00364,certified refurbished,USD,synthetic_mock,True,Dallas,244.28,Latitude 5491 Laptop Certified Refurbished Great Condition,Latitude 5491 Laptop Certified Refurbished Great Condition,2026-08-13 17:58:16,dell laptop,mock_seller_88,Low,https://mock.echochain.local/listing/00163,82.57,Possible Match
https://mock.echochain.local/listing/00380,open box,USD,synthetic_mock,True,Dallas,185.83,Apple iPhone 7,Apple iPhone 7,2026-08-15 14:32:16,apple iphone,mock_seller_10,Low,https://mock.echochain.local/listing/00130,76.47,Possible Match
https://mock.echochain.local/listing/00003,certified refurbished,USD,synthetic_mock,True,Dallas,529.26,Dell Laptop DC15250 Certified Refurbished,Dell Laptop DC15250 Certified Refurbished,2026-08-23 08:07:16,dell laptop,mock_seller_28,Low,https://mock.echochain.local/listing/00079,92.13,Strong Match
https://mock.echochain.local/listing/00332,open box,USD,synthetic_mock,True,Phoenix,809.94,Samsung NP750XQB-KA2US Open Box 128GB,Samsung NP750XQB-KA2US Open Box 128GB,2026-08-26 05:02:16,samsung galaxy,mock_seller_96,Low,https://mock.echochain.local/listing/00145,93.15,Strong Match
https://mock.echochain.local/listing/00269,used,USD,synthetic_mock,True,New York,518.54,HP 15-fb3093dx Used 256GB,HP 15-fb3093dx Used 256GB,2026-08-28 00:27:16,hp laptop,mock_seller_10,Low,https://mock.echochain.local/listing/00131,87.72,Possible Match
https://mock.echochain.local/listing/00146,certified refurbished,USD,synthetic_mock,True,Dallas,304.95,Dell Latitude 5491 128GB Unlocked,Dell Latitude 5491 128GB Unlocked,2026-08-18 14:36:16,dell laptop,mock_seller_50,Low,https://mock.echochain.local/listing/00215,90.0,Strong Match
https://mock.echochain.local/listing/00143,new,USD,synthetic_mock,True,Seattle,909.23,Samsung Galaxy Book4 Edge NP750XQB-KA2US New Tested Working,Samsung Galaxy Book4 Edge NP750XQB-KA2US New Tested Working,2026-08-15 16:38:16,samsung galaxy,mock_seller_68,Low,https://mock.echochain.local/listing/00467,96.49,Strong Match
https://mock.echochain.local/listing/00222,certified refurbished,USD,synthetic_mock,True,Seattle,254.7,Apple A2633 Certified Refurbished,Apple A2633 Certified Refurbished,2026-08-26 22:07:16,apple iphone,mock_seller_97,Low,https://mock.echochain.local/listing/00387,100.0,Strong Match
https://mock.echochain.local/listing/00333,used - good,USD,synthetic_mock,True,Los Angeles,733.05,HP 16-by0015dx Laptop 128GB - Used - Good,HP 16-by0015dx Laptop 128GB - Used - Good,2026-08-18 14:21:16,hp laptop,mock_seller_82,Low,https://mock.echochain.local/listing/00101,95.12,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110590008163?src=urllib&_skw=Apple+iPhone&hash=item19bfad9b63:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110590000409?src=urllib&_skw=Apple+iPhone&hash=item19bfad7d19:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00253,used,USD,synthetic_mock,True,New York,541.29,Samsung Galaxy Book4 Edge NP750XQB-KA2US 64GB - Used,Samsung Galaxy Book4 Edge NP750XQB-KA2US 64GB - Used,2026-08-29 09:24:16,samsung galaxy,mock_seller_27,Low,https://mock.echochain.local/listing/00470,97.14,Strong Match
https://mock.echochain.local/listing/00244,certified refurbished,USD,synthetic_mock,True,Miami,314.09,HP 14-em0002wm Certified Refurbished,HP 14-em0002wm Certified Refurbished,2026-08-19 13:00:16,hp laptop,mock_seller_86,Low,https://mock.echochain.local/listing/00040,100.0,Strong Match
https://mock.echochain.local/listing/00241,used - good,USD,synthetic_mock,True,Los Angeles,895.6,Galaxy Book4 Edge NP750XQB-KA2US Tested Working,Galaxy Book4 Edge NP750XQB-KA2US Tested Working,2026-08-30 15:22:16,samsung galaxy,mock_seller_44,Low,https://mock.echochain.local/listing/00464,100.0,Strong Match
https://mock.echochain.local/listing/00076,used - excellent,USD,synthetic_mock,True,Phoenix,921.75,Galaxy Book4 Edge NP750XQB-KA2US 128GB Great Condition,Galaxy Book4 Edge NP750XQB-KA2US 128GB Great Condition,2026-08-23 02:32:16,samsung galaxy,mock_seller_64,Low,https://mock.echochain.local/listing/00127,90.09,Strong Match
https://mock.echochain.local/listing/00035,used - excellent,USD,synthetic_mock,True,Phoenix,339.17,Dell DC15250 Laptop Used - Excellent Tested Working,Dell DC15250 Laptop Used - Excellent Tested Working,2026-08-12 09:51:16,dell laptop,mock_seller_43,Low,https://mock.echochain.local/listing/00301,100.0,Strong Match
https://mock.echochain.local/listing/00414,open box,USD,synthetic_mock,True,Phoenix,582.98,HP 16-by0015dx Laptop Open Box Free Shipping,HP 16-by0015dx Laptop Open Box Free Shipping,2026-08-09 18:12:16,hp laptop,mock_seller_12,Low,https://mock.echochain.local/listing/00206,88.1,Possible Match
https://mock.echochain.local/listing/00013,certified refurbished,USD,synthetic_mock,True,New York,48.34,Sony Neckband Model 61 Certified Refurbished Tested Working,Sony Neckband Model 61 Certified Refurbished Tested Working,2026-08-09 10:42:16,sony headphones,mock_seller_100,Low,https://mock.echochain.local/listing/00362,87.18,Possible Match
https://mock.echochain.local/listing/00080,certified refurbished,USD,synthetic_mock,True,Chicago,251.9,Latitude 5491 Laptop Free Shipping,Latitude 5491 Laptop Free Shipping,2026-08-07 12:47:16,dell laptop,mock_seller_16,Low,https://mock.echochain.local/listing/00207,94.44,Strong Match
https://mock.echochain.local/listing/00167,new,USD,synthetic_mock,True,Chicago,345.47,HP Laptop 14-em0002wm - New,HP Laptop 14-em0002wm - New,2026-08-19 09:55:16,hp laptop,mock_seller_78,Low,https://mock.echochain.local/listing/00308,90.91,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110590002707?src=urllib&_skw=Apple+iPhone&hash=item19bfad8613:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00390,used - good,USD,synthetic_mock,True,New York,414.73,Dell Latitude 5491 Used - Good 64GB,Dell Latitude 5491 Used - Good 64GB,2026-08-13 13:30:16,dell laptop,mock_seller_10,Low,https://mock.echochain.local/listing/00233,100.0,Strong Match
https://mock.echochain.local/listing/00110,used - excellent,USD,synthetic_mock,True,Seattle,733.76,HP 16-by0015dx Laptop 256GB Unlocked,HP 16-by0015dx Laptop 256GB Unlocked,2026-08-12 22:30:16,hp laptop,mock_seller_28,Low,https://mock.echochain.local/listing/00112,86.11,Possible Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589982458?src=urllib&_skw=Apple+iPhone&hash=item19bfad36fa:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00435,new,USD,synthetic_mock,True,Houston,644.67,HP OmniBook 3 16-by0015dx 128GB WiFi,HP OmniBook 3 16-by0015dx 128GB WiFi,2026-08-05 03:57:16,hp laptop,mock_seller_30,Low,https://mock.echochain.local/listing/00162,86.49,Possible Match
https://mock.echochain.local/listing/00398,used,USD,synthetic_mock,True,Miami,312.68,Dell Latitude 5491 Used Unlocked,Dell Latitude 5491 Used Unlocked,2026-08-22 17:09:16,dell laptop,mock_seller_62,Low,https://mock.echochain.local/listing/00215,91.53,Strong Match
https://mock.echochain.local/listing/00217,new,USD,synthetic_mock,True,Seattle,741.18,Samsung Galaxy Book4 Edge NP750XQB-KA2US 256GB,Samsung Galaxy Book4 Edge NP750XQB-KA2US 256GB,2026-08-24 22:58:16,samsung galaxy,mock_seller_3,Low,https://mock.echochain.local/listing/00470,92.93,Strong Match
https://mock.echochain.local/listing/00059,used - good,USD,synthetic_mock,True,Miami,477.94,Dell DC15250 Laptop 256GB - Used - Good,Dell DC15250 Laptop 256GB - Used - Good,2026-08-12 03:55:16,dell laptop,mock_seller_4,Low,https://mock.echochain.local/listing/00466,94.87,Strong Match
https://mock.echochain.local/listing/00266,new,USD,synthetic_mock,True,Houston,390.61,Dell DC15250 Laptop 64GB - New,Dell DC15250 Laptop 64GB - New,2026-08-20 05:26:16,dell laptop,mock_seller_18,Low,https://mock.echochain.local/listing/00346,90.91,Strong Match
https://mock.echochain.local/listing/00252,used - excellent,USD,synthetic_mock,True,Los Angeles,134.98,Sony Model 61 Used - Excellent,Sony Model 61 Used - Excellent,2026-09-01 02:00:16,sony headphones,mock_seller_45,Low,https://mock.echochain.local/listing/00078,100.0,Strong Match
https://mock.echochain.local/listing/00475,new,USD,synthetic_mock,True,Los Angeles,458.0,Dell Latitude 5491 New With Charger,Dell Latitude 5491 New With Charger,2026-08-07 07:16:16,dell laptop,mock_seller_44,Low,https://mock.echochain.local/listing/00218,100.0,Strong Match
https://mock.echochain.local/listing/00321,new,USD,synthetic_mock,True,Houston,189.27,iPhone 7 New Free Shipping,iPhone 7 New Free Shipping,2026-08-16 22:15:16,apple iphone,mock_seller_23,Low,https://mock.echochain.local/listing/00198,84.75,Possible Match
https://mock.echochain.local/listing/00425,used,USD,synthetic_mock,True,Dallas,297.1,Dell Latitude 5491 Used 128GB,Dell Latitude 5491 Used 128GB,2026-08-18 03:03:16,dell laptop,mock_seller_54,Low,https://mock.echochain.local/listing/00372,100.0,Strong Match
https://mock.echochain.local/listing/00457,used,USD,synthetic_mock,True,Seattle,147.95,iPhone 7 With Charger,iPhone 7 With Charger,2026-08-30 14:40:16,apple iphone,mock_seller_83,Low,https://mock.echochain.local/listing/00197,87.5,Possible Match
https://mock.echochain.local/listing/00479,new,USD,synthetic_mock,True,Miami,691.92,HP 15-fb3093dx Laptop New Free Shipping,HP 15-fb3093dx Laptop New Free Shipping,2026-08-16 18:10:16,hp laptop,mock_seller_41,Low,https://mock.echochain.local/listing/00121,100.0,Strong Match
https://mock.echochain.local/listing/00014,new,USD,synthetic_mock,True,Miami,395.78,HP 15-fb3093dx New,HP 15-fb3093dx New,2026-08-25 22:11:16,hp laptop,mock_seller_11,Low,https://mock.echochain.local/listing/00227,100.0,Strong Match
https://mock.echochain.local/listing/00392,used,USD,synthetic_mock,True,New York,500.45,HP Laptop 15-fb3093dx 128GB - Used,HP Laptop 15-fb3093dx 128GB - Used,2026-08-31 03:53:16,hp laptop,mock_seller_65,Low,https://mock.echochain.local/listing/00374,90.67,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589983838?src=urllib&_skw=Apple+iPhone&hash=item19bfad3c5e:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00324,used - good,USD,synthetic_mock,True,Houston,454.63,HP 15-fb3093dx Laptop Tested Working,HP 15-fb3093dx Laptop Tested Working,2026-08-27 21:27:16,hp laptop,mock_seller_28,Low,https://mock.echochain.local/listing/00281,92.31,Strong Match
https://mock.echochain.local/listing/00311,used - excellent,USD,synthetic_mock,True,Phoenix,194.28,Latitude 5491 Laptop 128GB - Used - Excellent,Latitude 5491 Laptop 128GB - Used - Excellent,2026-08-19 02:00:16,dell laptop,mock_seller_29,Low,https://mock.echochain.local/listing/00243,92.86,Strong Match
https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110590001691?src=urllib&_skw=Apple+iPhone&hash=item19bfad821b:g:default1,new,USD,ebay_sandbox,False,,39.99,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2026-08-20 19:31:41,apple iphone,,Low,https://sandbox.ebay.com/itm/Apple-iPhone-7-32GB-Black-Unlocked-A1660-CDMA-GSM/110589984328?src=urllib&_skw=Apple+iPhone&hash=item19bfad3e48:g:default1,100.0,Strong Match
https://mock.echochain.local/listing/00179,used - excellent,USD,synthetic_mock,True,New York,675.71,Galaxy Book4 Edge NP750XQB-KA2US Used - Excellent Free Shipping,Galaxy Book4 Edge NP750XQB-KA2US Used - Excellent Free Shipping,2026-08-08 20:18:16,samsung galaxy,mock_seller_61,Low,https://mock.echochain.local/listing/00041,95.24,Strong Match
https://mock.echochain.local/listing/00340,used - good,USD,synthetic_mock,True,Houston,424.2,HP OmniBook 3 16-by0015dx Used - Good Great Condition,HP OmniBook 3 16-by0015dx Used - Good Great Condition,2026-08-04 04:15:16,hp laptop,mock_seller_30,Low,https://mock.echochain.local/listing/00005,79.31,Possible Match
https://mock.echochain.local/listing/00251,certified refurbished,USD,synthetic_mock,True,Miami,748.12,Samsung NP750XQB-KA2US Certified Refurbished,Samsung NP750XQB-KA2US Certified Refurbished,2026-08-09 14:28:16,samsung galaxy,mock_seller_93,Low,https://mock.echochain.local/listing/00334,100.0,Strong Match
https://mock.echochain.local/listing/00284,used - good,USD,synthetic_mock,True,Los Angeles,354.44,HP Laptop 15-fb3093dx Used - Good Unlocked,HP Laptop 15-fb3093dx Used - Good Unlocked,2026-08-08 22:10:16,hp laptop,mock_seller_20,Low,https://mock.echochain.local/listing/00407,85.71,Possible Match
https://mock.echochain.local/listing/00023,used - good,USD,synthetic_mock,True,Chicago,419.35,Dell Latitude 5491 64GB,Dell Latitude 5491 64GB,2026-09-01 14:39:16,dell laptop,mock_seller_62,Low,https://mock.echochain.local/listing/00165,89.36,Possible Match
https://mock.echochain.local/listing/00282,new,USD,synthetic_mock,True,Chicago,360.46,HP 14-em0002wm New 64GB,HP 14-em0002wm New 64GB,2026-08-10 13:39:16,hp laptop,mock_seller_13,Low,https://mock.echochain.local/listing/00172,93.62,Strong Match
https://mock.echochain.local/listing/00004,used - excellent,USD,synthetic_mock,True,Los Angeles,431.12,Apple A2633 Used - Excellent,Apple A2633 Used - Excellent,2026-08-08 14:30:16,apple iphone,mock_seller_59,Low,https://mock.echochain.local/listing/00454,90.32,Strong Match
